,Nominal_Load,Heat_Load,Temperature,Weighted_Temperature,Geothermal_Temperature
2010-04-21 11:30:00+02:00,0.32541256,13.9298045,14,8.924391172,11
2010-04-21 12:30:00+02:00,0.311793575,13.75868976,15.1,8.998135464,11
2010-04-21 13:30:00+02:00,0.301119656,13.61485544,15.7,9.104718417,11
2010-04-21 14:30:00+02:00,0.291236315,13.47262352,16.5,9.231240487,11
2010-04-21 15:30:00+02:00,0.277578593,13.25967143,16.8,9.382800609,11
2010-04-21 16:30:00+02:00,0.266840561,13.07733733,17,9.544748858,11
2010-04-21 17:30:00+02:00,0.263895622,13.02486633,16.2,9.713318113,11
2010-04-21 18:30:00+02:00,0.267025588,13.08059771,15.7,9.861263318,11
2010-04-21 19:30:00+02:00,0.276299798,13.23867473,14.3,9.996765601,11
2010-04-21 20:30:00+02:00,0.291342213,13.47419775,13.1,10.09528158,11
2010-04-21 21:30:00+02:00,0.306202894,13.68453468,12.4,10.16175799,11
2010-04-21 22:30:00+02:00,0.315127025,13.80175521,11.7,10.2097032,11
2010-04-21 23:30:00+02:00,0.310322543,13.73941825,10.6,10.23907915,11
2010-04-22 00:30:00+02:00,0.297825414,13.56847433,9.5,10.23926941,11
2010-04-22 01:30:00+02:00,0.285671856,13.38828429,8.5,10.21050228,11
2010-04-22 02:30:00+02:00,0.277064087,13.2512464,8.4,10.15559361,11
2010-04-22 03:30:00+02:00,0.265990501,13.06230347,7.7,10.09923896,11
2010-04-22 04:30:00+02:00,0.255096629,12.86144137,7.9,10.0250761,11
2010-04-22 05:30:00+02:00,0.260066474,12.95498896,7.8,9.957572298,11
2010-04-22 06:30:00+02:00,0.282863015,13.34446772,8,9.888394216,11
2010-04-22 07:30:00+02:00,0.299843911,13.59701118,8.8,9.825684932,11
2010-04-22 08:30:00+02:00,0.302928545,13.63990791,11.9,9.786149163,11
2010-04-22 09:30:00+02:00,0.301453476,13.61950055,14.6,9.83196347,11
2010-04-22 10:30:00+02:00,0.295658194,13.53741126,16.1,9.951369863,11
2010-04-22 11:30:00+02:00,0.279564024,13.291899,17.8,10.11126332,11
2010-04-22 12:30:00+02:00,0.262713277,13.00349103,18.6,10.31643836,11
2010-04-22 13:30:00+02:00,0.249795928,12.75801638,18.4,10.54208524,11
2010-04-22 14:30:00+02:00,0.23865433,12.52789485,19.3,10.76099696,11
2010-04-22 15:30:00+02:00,0.225131418,12.22442131,16.9,11.00296804,11
2010-04-22 16:30:00+02:00,0.216473185,12.01568472,16.1,11.17876712,11
2010-04-22 17:30:00+02:00,0.214126395,11.95712564,14.3,11.33226788,11
2010-04-22 18:30:00+02:00,0.216570255,12.01808858,14.4,11.43637747,11
2010-04-22 19:30:00+02:00,0.223480406,12.18549947,12.6,11.54284627,11
2010-04-22 20:30:00+02:00,0.236455645,12.48038728,10.8,11.5999239,11
2010-04-22 21:30:00+02:00,0.250964084,12.78113785,9.9,11.60780061,11
2010-04-22 22:30:00+02:00,0.262165938,12.99353528,9.6,11.59128615,11
2010-04-22 23:30:00+02:00,0.261652853,12.9841676,8.2,11.56647641,11
2010-04-23 00:30:00+02:00,0.255065815,12.86085113,8.9,11.50346271,11
2010-04-23 01:30:00+02:00,0.246346894,12.68864822,8.8,11.45936073,11
2010-04-23 02:30:00+02:00,0.23918877,12.53933677,9.1,11.4120624,11
2010-04-23 03:30:00+02:00,0.229974512,12.33622593,8.4,11.37210807,11
2010-04-23 04:30:00+02:00,0.220885189,12.12348168,7.8,11.31194825,11
2010-04-23 05:30:00+02:00,0.225823859,12.24062258,7.9,11.23428463,11
2010-04-23 06:30:00+02:00,0.245497909,12.67131868,7.7,11.15783866,11
2010-04-23 07:30:00+02:00,0.260476024,12.96255315,10,11.07442922,11
2010-04-23 08:30:00+02:00,0.261194192,12.97576483,11.8,11.05178843,11
2010-04-23 09:30:00+02:00,0.258098411,12.91833401,13.5,11.0760274,11
2010-04-23 10:30:00+02:00,0.252091569,12.80327707,15.1,11.14444444,11
2010-04-23 11:30:00+02:00,0.239667666,12.54955454,16.3,11.25399543,11
2010-04-23 12:30:00+02:00,0.226873532,12.26504429,17.8,11.3935312,11
2010-04-23 13:30:00+02:00,0.21732695,12.03677777,17.9,11.57085236,11
2010-04-23 14:30:00+02:00,0.208930484,11.82443409,17.2,11.74821157,11
2010-04-23 15:30:00+02:00,0.199838556,11.58209251,16.1,11.90452816,11
2010-04-23 16:30:00+02:00,0.193905532,11.41693252,16.3,12.02918569,11
2010-04-23 17:30:00+02:00,0.192351516,11.37275354,15.9,12.15810502,11
2010-04-23 18:30:00+02:00,0.193452329,11.4040879,14.9,12.275,11
2010-04-23 19:30:00+02:00,0.199171332,11.563796,14.4,12.36358447,11
2010-04-23 20:30:00+02:00,0.209350586,11.83531869,13.5,12.4369102,11
2010-04-23 21:30:00+02:00,0.220491866,12.11399288,12.8,12.4836758,11
2010-04-23 22:30:00+02:00,0.229562298,12.32684659,12.3,12.50917047,11
2010-04-23 23:30:00+02:00,0.229197919,12.3185346,12.3,12.51883562,11
2010-04-24 00:30:00+02:00,0.222636694,12.16544975,11.9,12.5261035,11
2010-04-24 01:30:00+02:00,0.214780851,11.97354176,10.4,12.52028158,11
2010-04-24 02:30:00+02:00,0.209005564,11.82638138,9.9,12.47149924,11
2010-04-24 03:30:00+02:00,0.202509646,11.65463624,9.1,12.40711568,11
2010-04-24 04:30:00+02:00,0.195946033,11.47436196,7.9,12.31914003,11
2010-04-24 05:30:00+02:00,0.201697006,11.63268476,8,12.19703196,11
2010-04-24 06:30:00+02:00,0.220060127,12.10355006,7.8,12.07636986,11
2010-04-24 07:30:00+02:00,0.234526869,12.43813151,9.5,11.94923896,11
2010-04-24 08:30:00+02:00,0.236225165,12.47536652,10.7,11.86750381,11
2010-04-24 09:30:00+02:00,0.234212606,12.43119496,11.9,11.81784627,11
2010-04-24 10:30:00+02:00,0.230022669,12.33732,13.3,11.80064688,11
2010-04-24 11:30:00+02:00,0.221540651,12.13924206,15.3,11.8216895,11
2010-04-24 12:30:00+02:00,0.211527261,11.89127455,16.1,11.89703196,11
2010-04-24 13:30:00+02:00,0.205057289,11.72278174,17.4,11.99391172,11
2010-04-24 14:30:00+02:00,0.198463696,11.54431462,18.1,12.12576104,11
2010-04-24 15:30:00+02:00,0.190225399,11.3116916,18.5,12.2761796,11
2010-04-24 16:30:00+02:00,0.183953778,11.1274056,19.4,12.4369102,11
2010-04-24 17:30:00+02:00,0.181172195,11.04368115,19.1,12.62138508,11
2010-04-24 18:30:00+02:00,0.180363291,11.01910428,18.7,12.79653729,11
2010-04-24 19:30:00+02:00,0.183146814,11.10324215,16.9,12.95958904,11
2010-04-24 20:30:00+02:00,0.190524703,11.32033082,14.8,13.07233638,11
2010-04-24 21:30:00+02:00,0.199794886,11.58089714,14,13.12690259,11
2010-04-24 22:30:00+02:00,0.208011365,11.80052412,13.7,13.15894216,11
2010-04-24 23:30:00+02:00,0.208085924,11.80246862,13,13.18200152,11
2010-04-25 00:30:00+02:00,0.203015027,11.66823548,13.5,13.18496956,11
2010-04-25 01:30:00+02:00,0.195716059,11.46792232,13.6,13.20011416,11
2010-04-25 02:30:00+02:00,0.189052456,11.27769864,13.1,13.21605784,11
2010-04-25 03:30:00+02:00,0.182426813,11.08159585,13.6,13.21651446,11
2010-04-25 04:30:00+02:00,0.175045763,10.85497641,13,13.22842466,11
2010-04-25 05:30:00+02:00,0.177879426,10.94299255,12.8,13.22195586,11
2010-04-25 06:30:00+02:00,0.190938905,11.33226316,13,13.20810502,11
2010-04-25 07:30:00+02:00,0.200250682,11.59335867,13.4,13.19783105,11
2010-04-25 08:30:00+02:00,0.19919508,11.56444843,14,13.1967656,11
2010-04-25 09:30:00+02:00,0.193781792,11.41342873,14.4,13.21133942,11
2010-04-25 10:30:00+02:00,0.186889515,11.214444,15,13.23694825,11
2010-04-25 11:30:00+02:00,0.180357726,11.01893483,17.7,13.279414,11
2010-04-25 12:30:00+02:00,0.17127034,10.73575065,16.5,13.39589041,11
2010-04-25 13:30:00+02:00,0.166971748,10.59729237,17.5,13.48028919,11
2010-04-25 14:30:00+02:00,0.162491335,10.44992415,18.3,13.5924277,11
2010-04-25 15:30:00+02:00,0.157114779,10.2690012,19.5,13.72686454,11
2010-04-25 16:30:00+02:00,0.152789799,10.12026733,19.9,13.89318874,11
2010-04-25 17:30:00+02:00,0.150768489,10.04978744,20.8,14.06902588,11
2010-04-25 18:30:00+02:00,0.148508794,9.970271163,19.4,14.26704718,11
2010-04-25 19:30:00+02:00,0.149365092,10.00049307,18.1,14.42480974,11
2010-04-25 20:30:00+02:00,0.152808166,10.12090493,16.8,14.54486301,11
2010-04-25 21:30:00+02:00,0.157630973,10.28656318,15.9,14.62701674,11
2010-04-25 22:30:00+02:00,0.163207765,10.47369712,15.8,14.68222983,11
2010-04-25 23:30:00+02:00,0.164231794,10.50753948,16,14.73234399,11
2010-04-26 00:30:00+02:00,0.160255244,10.37521701,15.1,14.78496956,11
2010-04-26 01:30:00+02:00,0.154992709,10.19637834,15.5,14.81057839,11
2010-04-26 02:30:00+02:00,0.149855737,10.01776047,14.8,14.84459665,11
2010-04-26 03:30:00+02:00,0.146100575,9.884692253,15.1,14.85726788,11
2010-04-26 04:30:00+02:00,0.141553333,9.720770485,15.2,14.87560883,11
2010-04-26 05:30:00+02:00,0.143660495,9.797107539,14,14.89387367,11
2010-04-26 06:30:00+02:00,0.153138895,10.13237751,13.1,14.87694064,11
2010-04-26 07:30:00+02:00,0.160930372,10.3978538,15.4,14.83329528,11
2010-04-26 08:30:00+02:00,0.159925975,10.36415135,17.8,14.85060883,11
2010-04-26 09:30:00+02:00,0.152330195,10.10429558,19.9,14.93139269,11
2010-04-26 10:30:00+02:00,0.142632614,9.759951028,20.8,15.06727549,11
2010-04-26 11:30:00+02:00,0.137222671,9.561859839,22.9,15.22564688,11
2010-04-26 12:30:00+02:00,0.129037279,9.254211163,23.5,15.4390411,11
2010-04-26 13:30:00+02:00,0.124426757,9.076826722,23.2,15.66670472,11
2010-04-26 14:30:00+02:00,0.120237569,8.913160262,24.4,15.88413242,11
2010-04-26 15:30:00+02:00,0.116318699,8.757953638,25.1,16.13169711,11
2010-04-26 16:30:00+02:00,0.113431708,8.642341655,24,16.39501522,11
2010-04-26 17:30:00+02:00,0.111692176,8.572168055,22.7,16.62526636,11
2010-04-26 18:30:00+02:00,0.108746809,8.452485214,18.2,16.81731355,11
2010-04-26 19:30:00+02:00,0.108598464,8.446428837,17.7,16.88481735,11
2010-04-26 20:30:00+02:00,0.108243738,8.431935693,15.4,16.93736682,11
2010-04-26 21:30:00+02:00,0.110396205,8.519640344,13.7,16.9261796,11
2010-04-26 22:30:00+02:00,0.114311019,8.67766746,13.7,16.86807458,11
2010-04-26 23:30:00+02:00,0.118786459,8.855923507,12,16.80943683,11
2010-04-27 00:30:00+02:00,0.119230206,8.873455808,8.3,16.7043379,11
2010-04-27 01:30:00+02:00,0.120027617,8.90489621,7.1,16.49923896,11
2010-04-27 02:30:00+02:00,0.12142509,8.959793156,7,16.26251903,11
2010-04-27 03:30:00+02:00,0.124202668,9.068131453,6.8,16.02416286,11
2010-04-27 04:30:00+02:00,0.125697496,9.126006495,6.5,15.78120244,11
2010-04-27 05:30:00+02:00,0.132238609,9.375654578,6.4,15.53055556,11
2010-04-27 06:30:00+02:00,0.145045707,9.846936102,6,15.27777778,11
2010-04-27 07:30:00+02:00,0.156985228,10.26458724,5.9,15.01472603,11
2010-04-27 08:30:00+02:00,0.162087582,10.43649175,6,14.75030441,11
2010-04-27 09:30:00+02:00,0.162057405,10.4354868,6.2,14.49041096,11
2010-04-27 10:30:00+02:00,0.161194302,10.40668424,6.4,14.23816591,11
2010-04-27 11:30:00+02:00,0.162986355,10.46635862,6.8,13.99402588,11
2010-04-27 12:30:00+02:00,0.162612891,10.45396327,7.7,13.76407915,11
2010-04-27 13:30:00+02:00,0.165101701,10.53616108,8.2,13.5619863,11
2010-04-27 14:30:00+02:00,0.167313635,10.6084099,9.5,13.37709285,11
2010-04-27 15:30:00+02:00,0.167657198,10.6195636,9,13.23108828,11
2010-04-27 16:30:00+02:00,0.169475304,10.67828241,9.3,13.075,11
2010-04-27 17:30:00+02:00,0.174104312,10.82545496,9.2,12.93097412,11
2010-04-27 18:30:00+02:00,0.180570347,11.02540506,8.6,12.78797565,11
2010-04-27 19:30:00+02:00,0.191776087,11.35629784,8.1,12.63238204,11
2010-04-27 20:30:00+02:00,0.208441864,11.81173955,7.1,12.46643836,11
2010-04-27 21:30:00+02:00,0.227486086,12.27921942,7.3,12.2760274,11
2010-04-27 22:30:00+02:00,0.244027889,12.64107271,7.2,12.09364536,11
2010-04-27 23:30:00+02:00,0.24964282,12.75497198,7.2,11.91099696,11
2010-04-28 00:30:00+02:00,0.247676158,12.71557866,7.1,11.73055556,11
2010-04-28 01:30:00+02:00,0.243580372,12.63180435,7,11.54980974,11
2010-04-28 02:30:00+02:00,0.240458724,12.56636029,6.8,11.36883562,11
2010-04-28 03:30:00+02:00,0.235134578,12.45150401,6.8,11.1847793,11
2010-04-28 04:30:00+02:00,0.228868052,12.31099275,6.5,11.0033105,11
2010-04-28 05:30:00+02:00,0.236779541,12.48742992,5.9,10.81609589,11
2010-04-28 06:30:00+02:00,0.261190655,12.97569994,5.8,10.61506849,11
2010-04-28 07:30:00+02:00,0.280986247,13.31471045,5.5,10.4140411,11
2010-04-28 08:30:00+02:00,0.288651323,13.43384276,6.1,10.20780061,11
2010-04-28 09:30:00+02:00,0.29462087,13.5223846,7.5,10.02100457,11
2010-04-28 10:30:00+02:00,0.298578132,13.57915996,8.7,9.875190259,11
2010-04-28 11:30:00+02:00,0.292516846,13.49158384,10.8,9.764649924,11
2010-04-28 12:30:00+02:00,0.284459292,13.36947351,11.9,9.714269406,11
2010-04-28 13:30:00+02:00,0.279213758,13.28624603,12.6,9.695776256,11
2010-04-28 14:30:00+02:00,0.274374089,13.20669742,13.9,9.698325723,11
2010-04-28 15:30:00+02:00,0.265321254,13.0504037,14.3,9.738165906,11
2010-04-28 16:30:00+02:00,0.258663239,12.92890583,14.2,9.790943683,11
2010-04-28 17:30:00+02:00,0.25955616,12.94553309,13.7,9.843150685,11
2010-04-28 18:30:00+02:00,0.266219806,13.06636778,12.4,9.884360731,11
2010-04-28 19:30:00+02:00,0.280177326,13.30176377,10.9,9.89261796,11
2010-04-28 20:30:00+02:00,0.30047358,13.60583692,8.9,9.862519026,11
2010-04-28 21:30:00+02:00,0.321597152,13.88310267,8.7,9.780631659,11
2010-04-28 22:30:00+02:00,0.335723704,14.05199379,7.5,9.696004566,11
2010-04-28 23:30:00+02:00,0.335541713,14.04988204,6.9,9.581659056,11
2010-04-29 00:30:00+02:00,0.325452703,13.93029122,8.1,9.4543379,11
2010-04-29 01:30:00+02:00,0.313250348,13.77761164,8.1,9.362557078,11
2010-04-29 02:30:00+02:00,0.30453395,13.66190266,8,9.273592085,11
2010-04-29 03:30:00+02:00,0.293007723,13.49880872,8.6,9.184474886,11
2010-04-29 04:30:00+02:00,0.28059987,13.30853567,7.7,9.114269406,11
2010-04-29 05:30:00+02:00,0.286477663,13.40069803,7.8,9.022260274,11
2010-04-29 06:30:00+02:00,0.312236987,13.76446617,7.9,8.935350076,11
2010-04-29 07:30:00+02:00,0.332030814,14.00884761,8.8,8.853158295,11
2010-04-29 08:30:00+02:00,0.33765324,14.07429615,10,8.798135464,11
2010-04-29 09:30:00+02:00,0.340902036,14.11150864,10.4,8.778957382,11
2010-04-29 10:30:00+02:00,0.342367895,14.12817117,12.5,8.77435312,11
2010-04-29 11:30:00+02:00,0.329213382,13.97548452,14.6,8.8304414,11
2010-04-29 12:30:00+02:00,0.313794092,13.78463355,14.7,8.947222222,11
2010-04-29 13:30:00+02:00,0.302435865,13.63311308,14.3,9.070091324,11
2010-04-29 14:30:00+02:00,0.292928075,13.49763806,15.5,9.185388128,11
2010-04-29 15:30:00+02:00,0.279190036,13.28586268,15.1,9.33694825,11
2010-04-29 16:30:00+02:00,0.26897949,13.11476834,15.3,9.481354642,11
2010-04-29 17:30:00+02:00,0.266557628,13.07234351,14.7,9.634550989,11
2010-04-29 18:30:00+02:00,0.270074805,13.13371816,14.2,9.77435312,11
2010-04-29 19:30:00+02:00,0.27982723,13.29613778,13.4,9.901978691,11
2010-04-29 20:30:00+02:00,0.294696025,13.52347677,11.4,10.00932268,11
2010-04-29 21:30:00+02:00,0.310147203,13.73710997,10.3,10.06339422,11
2010-04-29 22:30:00+02:00,0.319945359,13.86260204,9.2,10.08862253,11
2010-04-29 23:30:00+02:00,0.316162091,13.81496228,9,10.08542618,11
2010-04-30 00:30:00+02:00,0.303450164,13.64707876,8.1,10.07789193,11
2010-04-30 01:30:00+02:00,0.290986948,13.4689121,7.6,10.04577626,11
2010-04-30 02:30:00+02:00,0.281876647,13.32887683,7.2,9.999771689,11
2010-04-30 03:30:00+02:00,0.270556278,13.1420017,6.6,9.942732116,11
2010-04-30 04:30:00+02:00,0.259390305,12.94245258,6.6,9.869330289,11
2010-04-30 05:30:00+02:00,0.264560602,13.03681014,6.4,9.795890411,11
2010-04-30 06:30:00+02:00,0.28807381,13.42508484,7,9.716971081,11
2010-04-30 07:30:00+02:00,0.30543649,13.67417089,8.6,9.654109589,11
2010-04-30 08:30:00+02:00,0.30816271,13.7108152,9.4,9.634056317,11
2010-04-30 09:30:00+02:00,0.308671868,13.71759161,11.1,9.634627093,11
2010-04-30 10:30:00+02:00,0.306132789,13.68358872,12,9.679908676,11
2010-04-30 11:30:00+02:00,0.293159233,13.50103388,13.8,9.747716895,11
2010-04-30 12:30:00+02:00,0.279009423,13.28294183,14.2,9.86217656,11
2010-04-30 13:30:00+02:00,0.268890549,13.11322313,13.9,9.985121766,11
2010-04-30 14:30:00+02:00,0.260509878,12.96317745,14,10.09767884,11
2010-04-30 15:30:00+02:00,0.249652234,12.75515926,13.9,10.21126332,11
2010-04-30 16:30:00+02:00,0.241786019,12.59435646,14.2,10.32024353,11
2010-04-30 17:30:00+02:00,0.240524027,12.5677436,13.8,10.43557839,11
2010-04-30 18:30:00+02:00,0.244217124,12.64498338,13.2,10.53820396,11
2010-04-30 19:30:00+02:00,0.253831129,12.83709569,12.6,10.62264079,11
2010-04-30 20:30:00+02:00,0.268796704,13.11159168,11.9,10.68892694,11
2010-04-30 21:30:00+02:00,0.283685143,13.35738103,11.4,10.73420852,11
2010-04-30 22:30:00+02:00,0.293390709,13.5044291,11.2,10.76423135,11
2010-04-30 23:30:00+02:00,0.289807785,13.45127676,10.4,10.78725266,11
2010-05-01 00:30:00+02:00,0.278987244,13.28258291,10.1,10.78713851,11
2010-05-01 01:30:00+02:00,0.267576654,13.09028282,9.6,10.77766362,11
2010-05-01 02:30:00+02:00,0.258810965,12.93166388,8.8,10.75350076,11
2010-05-01 03:30:00+02:00,0.248536104,12.73286978,8.8,10.70665906,11
2010-05-01 04:30:00+02:00,0.237944293,12.5126296,8.5,10.65905632,11
2010-05-01 05:30:00+02:00,0.242477946,12.60885117,7.3,10.60247336,11
2010-05-01 06:30:00+02:00,0.264206509,13.03045719,6.7,10.51248097,11
2010-05-01 07:30:00+02:00,0.281249675,13.31891081,9.2,10.40570776,11
2010-05-01 08:30:00+02:00,0.283386643,13.35270097,11.6,10.36601979,11
2010-05-01 09:30:00+02:00,0.281527584,13.32333369,13.1,10.38999239,11
2010-05-01 10:30:00+02:00,0.276832444,13.24744328,13.3,10.45292998,11
2010-05-01 11:30:00+02:00,0.26480093,13.04111292,14.5,10.51959665,11
2010-05-01 12:30:00+02:00,0.252283483,12.8070282,15.8,10.61773212,11
2010-05-01 13:30:00+02:00,0.242936955,12.618429,16.3,10.75,11
2010-05-01 14:30:00+02:00,0.234434889,12.43610278,15.5,10.8945586,11
2010-05-01 15:30:00+02:00,0.224728359,12.21495744,15,11.01659056,11
2010-05-01 16:30:00+02:00,0.217993129,12.05315842,15.5,11.12465753,11
2010-05-01 17:30:00+02:00,0.21654233,12.0173972,15.5,11.24592846,11
2010-05-01 18:30:00+02:00,0.218613186,12.06834368,14.8,11.36651446,11
2010-05-01 19:30:00+02:00,0.225858457,12.24143019,13.7,11.46700913,11
2010-05-01 20:30:00+02:00,0.238620516,12.52716952,11.4,11.53630137,11
2010-05-01 21:30:00+02:00,0.253365769,12.82808883,10,11.54162861,11
2010-05-01 22:30:00+02:00,0.265233275,13.04883516,9.1,11.50810502,11
2010-05-01 23:30:00+02:00,0.265801637,13.05895101,8.9,11.44931507,11
2010-05-02 00:30:00+02:00,0.258983265,12.9348771,8.5,11.38428463,11
2010-05-02 01:30:00+02:00,0.251000002,12.78184582,8.7,11.30814307,11
2010-05-02 02:30:00+02:00,0.244340912,12.64753878,9.9,11.23725266,11
2010-05-02 03:30:00+02:00,0.23475439,12.44314439,10,11.19851598,11
2010-05-02 04:30:00+02:00,0.224745156,12.21535233,9.8,11.1619863,11
2010-05-02 05:30:00+02:00,0.228812263,12.3097156,9.8,11.11917808,11
2010-05-02 06:30:00+02:00,0.247845733,12.71899649,10.1,11.07560883,11
2010-05-02 07:30:00+02:00,0.261544414,12.98218342,10.6,11.03942161,11
2010-05-02 08:30:00+02:00,0.262318324,12.99631095,11,11.0162481,11
2010-05-02 09:30:00+02:00,0.260511326,12.96320416,12,11.00365297,11
2010-05-02 10:30:00+02:00,0.25651038,12.88838534,12.6,11.01784627,11
2010-05-02 11:30:00+02:00,0.246513948,12.69204624,13.5,11.04843988,11
2010-05-02 12:30:00+02:00,0.236105598,12.47275881,14.1,11.10410959,11
2010-05-02 13:30:00+02:00,0.229337035,12.32171037,15.1,11.17644597,11
2010-05-02 14:30:00+02:00,0.222728224,12.16763006,14.8,11.27587519,11
2010-05-02 15:30:00+02:00,0.214570949,11.96828389,14.6,11.3673516,11
2010-05-02 16:30:00+02:00,0.208910735,11.82392171,14.5,11.45353881,11
2010-05-02 17:30:00+02:00,0.208496021,11.8131484,14.5,11.53729072,11
2010-05-02 18:30:00+02:00,0.211255237,11.88432198,14.4,11.62111872,11
2010-05-02 19:30:00+02:00,0.218558277,12.06700134,14.1,11.7021309,11
2010-05-02 20:30:00+02:00,0.230584862,12.35006705,13.6,11.77465753,11
2010-05-02 21:30:00+02:00,0.242904157,12.61774563,12.8,11.8326484,11
2010-05-02 22:30:00+02:00,0.252099023,12.80342285,12.2,11.86777017,11
2010-05-02 23:30:00+02:00,0.250528113,12.77253054,11.7,11.88531202,11
2010-05-03 00:30:00+02:00,0.24260894,12.61158757,11.3,11.88812785,11
2010-05-03 01:30:00+02:00,0.233630255,12.41830267,10.8,11.87876712,11
2010-05-03 02:30:00+02:00,0.226354208,12.25298242,10.3,11.85449011,11
2010-05-03 03:30:00+02:00,0.217987148,12.05301166,9.8,11.81533486,11
2010-05-03 04:30:00+02:00,0.209541396,11.84025337,9.5,11.76126332,11
2010-05-03 05:30:00+02:00,0.214007196,11.95412856,9.3,11.6978691,11
2010-05-03 06:30:00+02:00,0.232293738,12.38852543,9.2,11.62789193,11
2010-05-03 07:30:00+02:00,0.246057487,12.68275218,9.5,11.5543379,11
2010-05-03 08:30:00+02:00,0.247619759,12.71444105,10.1,11.48866058,11
2010-05-03 09:30:00+02:00,0.246210508,12.68587112,12.5,11.43915525,11
2010-05-03 10:30:00+02:00,0.241474497,12.58780828,14.5,11.45487062,11
2010-05-03 11:30:00+02:00,0.230888401,12.35692986,16,11.52442922,11
2010-05-03 12:30:00+02:00,0.219422891,12.08808463,16.5,11.63424658,11
2010-05-03 13:30:00+02:00,0.211853158,11.89958893,17.6,11.75688737,11
2010-05-03 14:30:00+02:00,0.204432558,11.70616548,17.5,11.90825723,11
2010-05-03 15:30:00+02:00,0.195875191,11.47237916,17.5,12.05555556,11
2010-05-03 16:30:00+02:00,0.189632385,11.29453271,17.3,12.20148402,11
2010-05-03 17:30:00+02:00,0.187856706,11.24282072,16.8,12.34075342,11
2010-05-03 18:30:00+02:00,0.188566526,11.2635522,16.6,12.46518265,11
2010-05-03 19:30:00+02:00,0.193118282,11.39459959,14.9,12.58283866,11
2010-05-03 20:30:00+02:00,0.202775209,11.66178725,12.5,12.65304414,11
2010-05-03 21:30:00+02:00,0.214759804,11.97301487,10.8,12.65726788,11
2010-05-03 22:30:00+02:00,0.225955955,12.24370507,10,12.6151446,11
2010-05-03 23:30:00+02:00,0.228125893,12.29396505,9.3,12.55156012,11
2010-05-04 00:30:00+02:00,0.224380371,12.20676688,8.4,12.46921613,11
2010-05-04 01:30:00+02:00,0.219333648,12.08591378,7.3,12.36286149,11
2010-05-04 02:30:00+02:00,0.215791312,11.99875772,6.3,12.22724505,11
2010-05-04 03:30:00+02:00,0.211375774,11.88740417,5.9,12.06518265,11
2010-05-04 04:30:00+02:00,0.206274262,11.75497436,6,11.89326484,11
2010-05-04 05:30:00+02:00,0.213325883,11.93695574,5.2,11.72503805,11
2010-05-04 06:30:00+02:00,0.23485379,12.44533206,6.1,11.53569254,11
2010-05-04 07:30:00+02:00,0.251507765,12.79183522,8.5,11.37123288,11
2010-05-04 08:30:00+02:00,0.254270252,12.84556795,12.9,11.272793,11
2010-05-04 09:30:00+02:00,0.250905068,12.77997424,15.3,11.29440639,11
2010-05-04 10:30:00+02:00,0.243974712,12.63997287,15.6,11.38093607,11
2010-05-04 11:30:00+02:00,0.232479693,12.39268424,17.4,11.47480974,11
2010-05-04 12:30:00+02:00,0.219953001,12.10095451,17.6,11.61689498,11
2010-05-04 13:30:00+02:00,0.211652868,11.89448103,19.3,11.76377473,11
2010-05-04 14:30:00+02:00,0.203105738,11.67067217,20.1,11.95608828,11
2010-05-04 15:30:00+02:00,0.192960401,11.390109,19.4,12.16856925,11
2010-05-04 16:30:00+02:00,0.185783917,11.18182529,19.1,12.36019787,11
2010-05-04 17:30:00+02:00,0.183030486,11.09975039,18.8,12.54223744,11
2010-05-04 18:30:00+02:00,0.182350542,11.07929804,18.1,12.71480213,11
2010-05-04 19:30:00+02:00,0.18554907,11.17487166,16.1,12.86693303,11
2010-05-04 20:30:00+02:00,0.193644376,11.40953485,14.2,12.96335616,11
2010-05-04 21:30:00+02:00,0.203549602,11.6825766,13,13.00665906,11
2010-05-04 22:30:00+02:00,0.212636867,11.91951555,12.7,13.01594368,11
2010-05-04 23:30:00+02:00,0.213258208,11.93524602,11.7,13.01563927,11
2010-05-05 00:30:00+02:00,0.20880044,11.82105912,11.4,12.98687215,11
2010-05-05 01:30:00+02:00,0.202646928,11.65833431,10.3,12.94878234,11
2010-05-05 02:30:00+02:00,0.197917385,11.52922049,10,12.87994673,11
2010-05-05 03:30:00+02:00,0.192525833,11.3777282,9.7,12.80285388,11
2010-05-05 04:30:00+02:00,0.186587064,11.20553994,9.4,12.71765601,11
2010-05-05 05:30:00+02:00,0.191519241,11.34893583,8.1,12.62439117,11
2010-05-05 06:30:00+02:00,0.208954693,11.82506207,8.5,12.49615677,11
2010-05-05 07:30:00+02:00,0.222329061,12.15811234,10.4,12.37949011,11
2010-05-05 08:30:00+02:00,0.223236756,12.17972053,14.1,12.31495434,11
2010-05-05 09:30:00+02:00,0.218050649,12.05456957,15.5,12.35060883,11
2010-05-05 10:30:00+02:00,0.21043057,11.86317415,17.4,12.42328767,11
2010-05-05 11:30:00+02:00,0.20010192,11.58929511,17.8,12.54619482,11
2010-05-05 12:30:00+02:00,0.189527433,11.29149014,19.6,12.67842466,11
2010-05-05 13:30:00+02:00,0.18197516,11.06797546,20.9,12.85787671,11
2010-05-05 14:30:00+02:00,0.174443011,10.8360917,21.4,13.0707382,11
2010-05-05 15:30:00+02:00,0.166258622,10.57404445,20,13.29478691,11
2010-05-05 16:30:00+02:00,0.16099099,10.39988288,21.5,13.47842466,11
